facility,flood_present,flood_pct,flood_months,exclusion_present,exclusion_pct,exclusion_suffix,likelihood_present,likelihood_mean,likelihood_max,lon,lat,HEFAS_months,HEFAS_flood_days_any,HEFAS_any_flood_any,HEFAS_level_mean,HEFAS_level_max,HEFAS_min_dist_km,AI observation
ADM_ANIMAL_NUTRITION_INC,1,23.0,2022-01_2022-02_2022-03_2022-04_2022-10_2022-11_2022-12,1,5.0,2022-12,1,41.8,100.0,-97.252439,41.436602,,0.0,False,0.0,0.0,,Medium likelihood. GFM positive 23% HEFAS negative ?km web: no specific flood news found for this year
ADM_PROCESSING,1,4.0,2022-03_2022-04_2022-10_2022-11,1,58.0,2022-12,1,27.2,99.0,-100.924817,48.062136,,0.0,False,0.0,0.0,,Medium likelihood. GFM positive 4% HEFAS negative ?km web: no specific flood news found for this year
ADM_QUINCY,0,0.0,,1,56.0,2022-12,1,18.1,49.0,-91.410563,39.903906,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
AES_BEAVER_VALLEY_LLC,0,0.0,,1,87.0,2022-12,1,5.4,49.0,-80.349455,40.655576,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
AES_Huntington_Beach,0,0.0,,1,33.0,2022-12,1,17.6,49.0,-117.97878,33.643568,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
AFTON_CHEMICAL_CORP_0,0,0.0,,1,67.0,2022-12,1,17.5,49.0,-90.167423,38.602625,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
AFTON_CHEMICAL_CORP_1,0,0.0,,1,68.0,2022-12,1,19.4,49.0,-90.172906,38.600597,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
AGILENT_TECHNOLOGIES_INC,0,0.0,,1,79.0,2022-12,1,11.4,49.0,-121.186933,38.652821,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
AGRANA_St_rke_GmbH,0,0.0,2022-05,1,42.0,2022-12,1,20.3,77.0,14.014991,48.362391,,9.0,True,0.0272998805256869,2.0,24.6,Medium likelihood. GFM negative 0% HEFAS positive 25km web: no specific flood news found for this year
AGRANA_Zucker_GmbH_0,1,8.0,2022-04_2022-05,1,10.0,2022-12,1,38.3,100.0,16.702782,48.243038,,6.0,True,0.0185185185185185,4.0,16.1,High likelihood. GFM positive 8% HEFAS positive 16km web: no specific flood news found for this year
AGRANA_Zucker_GmbH_1,1,1.0,2022-03_2022-05,1,33.0,2022-12,1,26.2,86.0,16.038455,48.324787,,6.0,True,0.0183393070489844,2.0,21.8,High likelihood. GFM positive 1% HEFAS positive 22km web: no specific flood news found for this year
AGRANA_Zucker_GmbH_2,1,8.0,2022-04_2022-05,1,10.0,2022-12,1,38.3,100.0,16.702782,48.243038,,6.0,True,0.0185185185185185,4.0,16.1,High likelihood. GFM positive 8% HEFAS positive 16km web: no specific flood news found for this year
AGRANA_Zucker_GmbH_3,1,1.0,2022-03_2022-05,1,33.0,2022-12,1,26.2,86.0,16.038455,48.324787,,6.0,True,0.0183393070489844,2.0,21.8,High likelihood. GFM positive 1% HEFAS positive 22km web: no specific flood news found for this year
AGRIUM_US_INC,1,6.0,2022-04_2022-05_2022-06_2022-07_2022-10,1,25.0,2022-12,1,26.8,96.0,-89.569141,36.531375,,0.0,False,0.0,0.0,,Medium likelihood. GFM positive 6% HEFAS negative ?km web: no specific flood news found for this year
AGRIUM_US_INC_KENNEWICK_FERTILIZER_OPERATION,0,0.0,,1,20.0,2022-12,1,9.6,49.0,-119.017208,46.165999,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
AIR_LIQUIDE_FRANCE_INDUSTRIE_0,1,1.0,2022-04,1,63.0,2022-12,1,16.8,97.0,4.769974,45.344372,,0.0,False,-1.0,-1.0,51.1,Medium likelihood. GFM positive 1% HEFAS negative 51km web: no specific flood news found for this year
AIR_LIQUIDE_FRANCE_INDUSTRIE_1,0,0.0,2022-04,1,60.0,2022-12,1,13.5,57.0,4.845035,45.689149,,0.0,False,-1.0,-1.0,22.5,Low likelihood. GFM negative 0% HEFAS negative 22km web: no specific flood news found for this year
AIR_PRODUCTS_AND_CHEMICALS_INCORPORATED,0,0.0,,1,47.0,2022-12,1,17.6,49.0,-121.398877,38.529727,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
AIR_PRODUCTS_AND_CHEMICALS_INC_-_GARYVILLE,0,0.0,,1,96.0,2022-12,1,15.3,34.0,-90.648894,30.099607,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
AIR_PRODUCTS_CHEMCIALS_INC_NORCO_SMR,0,0.0,,1,60.0,2022-12,1,16.6,49.0,-90.408777,30.016851,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
AIR_PRODUCTS_CHEMICALS_INC,0,0.0,,1,64.0,2022-12,1,16.1,49.0,-90.993778,30.205824,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
AIR_PRODUCTS_CHEMICALS_INC.,0,0.0,,1,61.0,2022-12,1,12.0,49.0,-74.783366,40.191615,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
AIR_PRODUCTS_CHEMICALS_INC_-_CONVENT_SMR,0,0.0,2022-07,1,48.0,2022-12,1,20.4,82.0,-90.884025,30.108147,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
AIR_PRODUCTS_CHEMICALS_INC_-_GARYVILLE_SMR,0,0.0,,1,36.0,2022-12,1,17.4,49.0,-90.58815,30.062725,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
AIR_PRODUCTS_CHEMICALS_INC_-_Geismar_SMR,0,0.0,,1,71.0,2022-12,1,17.0,49.0,-90.988438,30.183755,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
AIR_PRODUCTS_CHEMICALS_INC_-_INDUSTRIAL_GAS_PRODUCTION_FACILITY,0,0.0,2022-04,1,45.0,2022-12,1,15.3,91.0,-89.900989,30.022174,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
AIR_PRODUCTS_CHEMICALS_INC_LULING_SMR,0,0.0,,1,61.0,2022-12,1,17.6,49.0,-90.350777,29.921714,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
AIR_PRODUCTS_CHEMICALS_INC_NEW_ORLEANS_LA_FACILITY,0,0.0,2022-04,1,61.0,2022-12,1,14.7,91.0,-89.900552,30.029009,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
AJF_Northern_Processing,0,0.0,,1,72.0,2022-12,1,10.6,49.0,-122.746895,53.88455,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
AJF_Vancouver,0,0.0,,1,61.0,2022-12,1,15.4,49.0,-122.946539,49.175235,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
ALCOA_USA_CORP.,0,0.0,2022-02,1,50.0,2022-12,1,9.9,95.0,-74.893531,44.965841,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
ALEXANDER_BOOSTER,1,7.0,2022-03_2022-04,1,53.0,2022-12,1,24.9,100.0,-110.333545,54.407761,,0.0,False,0.0,0.0,,Medium likelihood. GFM positive 7% HEFAS negative ?km web: no specific flood news found for this year
ALLEGHENY_ENERGY_INC_ARMSTRONG_POWER_STATION,0,0.0,,1,90.0,2022-12,1,4.0,49.0,-79.467114,40.92942,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
ALLEGHENY_ENERGY_INC_R._PAUL_SMITH_POWER_STATION,0,0.0,,1,77.0,2022-12,1,9.5,49.0,-77.827152,39.595292,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
ALLEGHENY_LUDLUM_LLC,0,0.0,,1,94.0,2022-12,1,5.8,49.0,-79.6112,40.640039,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
ALON_REFINING_KROTZ_SPRINGS_INC,0,0.0,,1,76.0,2022-12,1,10.7,49.0,-91.74838,30.526453,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
AMCOR_MASONRY_PRODUCTS,0,0.0,,1,31.0,2022-12,1,17.3,49.0,-111.933443,40.837434,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
AMEREN_CORP_GRAND_TOWER_POWER_STATION,1,2.0,2022-04_2022-10,1,56.0,2022-12,1,13.5,88.0,-89.511461,37.658355,,0.0,False,0.0,0.0,,Medium likelihood. GFM positive 2% HEFAS negative ?km web: no specific flood news found for this year
AMEREN_MISSOURI_MERAMEC_ENERGY_CENTER,1,2.0,2022-05_2022-10,1,59.0,2022-12,1,15.3,100.0,-90.335929,38.402148,,0.0,False,0.0,0.0,,Medium likelihood. GFM positive 2% HEFAS negative ?km web: no specific flood news found for this year
AMEREN_MISSOURI_RUSH_ISLAND_ENERGY_CENTER,1,2.0,2022-01_2022-02_2022-03_2022-04_2022-05_2022-06_2022-08_2022-09,1,68.0,2022-12,1,14.0,100.0,-90.262515,38.130584,,0.0,False,0.0,0.0,,Medium likelihood. GFM positive 2% HEFAS negative ?km web: no specific flood news found for this year
AMEREN_MISSOURI_SIOUX_ENERGY_CENTER,0,0.0,,1,30.0,2022-12,1,17.5,49.0,-90.288939,38.915017,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
AMERICAN_ELECTRIC_POWER_VICTORIA_POWER_STATION,0,0.0,,1,59.0,2022-12,1,22.2,49.0,-97.010522,28.789128,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
AMERICAN_ROCK_PRODUCTS_HANFORD,0,0.0,,1,62.0,2022-12,1,18.1,49.0,-119.293491,46.317088,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
AMERICAN_ROCK_PRODUCTS_PASCO,1,1.0,2022-03_2022-04_2022-05_2022-06_2022-12,1,48.0,2022-12,1,16.2,100.0,-119.243944,46.274649,,0.0,False,0.0,0.0,,Medium likelihood. GFM positive 1% HEFAS negative ?km web: no specific flood news found for this year
AMERICAN_SYNTHETIC_RUBBER_CO,0,0.0,,1,62.0,2022-12,1,15.9,49.0,-85.847439,38.209272,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
AMPHENOL_ANTENNA_SOLUTIONS,0,0.0,,1,64.0,2022-12,1,14.8,49.0,-89.07662,42.215023,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
AMVAC_CHEMICAL_CORP,0,0.0,2022-02,1,25.0,2022-12,1,20.3,80.0,-91.432363,39.831964,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
ANDREWS_LASER_WORKS,0,0.0,,1,86.0,2022-12,1,10.5,49.0,-84.491328,39.052728,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
ANDRITZ_INC.,0,0.0,,1,59.0,2022-12,1,14.2,49.0,-76.791864,41.203708,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
APAC-MISSISSIPPI_INC_COLUMBUS_ASPHALT_PLANT,0,0.0,,1,66.0,2022-12,1,10.1,49.0,-88.413893,33.476865,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
APAC-MISSISSIPPI_PRECISION_PACKAGING,0,0.0,,1,90.0,2022-12,1,8.5,49.0,-90.207553,32.263247,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
AQUILA._INC._-_PUEBLO_POWER_PLANT,0,0.0,,1,61.0,2022-12,1,14.8,49.0,-104.615071,38.266637,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
ARCELORMITTAL_ATLANTIQUE_-_LORRAINE,1,5.0,2022-04_2022-05_2022-06,1,62.0,2022-12,1,18.3,100.0,2.427404,49.253639,,0.0,False,-1.0,-1.0,45.7,Medium likelihood. GFM positive 5% HEFAS negative 46km web: no specific flood news found for this year
ARCELORMITTAL_FRANCE,1,1.0,2022-01_2022-12,1,65.0,2022-12,1,14.3,94.0,-1.653996,47.199074,,0.0,False,-1.0,-1.0,26.8,Medium likelihood. GFM positive 1% HEFAS negative 27km web: no specific flood news found for this year
ARCELORMITTAL_LIEGE_sa_COKE-FONTE,0,0.0,,1,85.0,2022-12,1,9.4,49.0,5.549317,50.604531,,6.0,True,-0.6501792114695341,2.0,3.1,Medium likelihood. GFM negative 0% HEFAS positive 3km web: no specific flood news found for this year
ARCELORMITTAL_WINDSOR_A_DIVISION_OF_ARCELORMITTAL_DOFASCO_G.P.,0,0.0,,1,46.0,2022-12,1,13.9,49.0,-83.100213,42.260488,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
ARCONIC_INC,0,0.0,2022-02,1,75.0,2022-12,1,14.0,95.0,-74.893745,44.950444,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
ARCOSA_LW_BR_LLC_GRAVELITE,1,8.0,2022-03_2022-04_2022-05,1,16.0,2022-12,1,20.3,96.0,-91.418798,30.534893,,0.0,False,0.0,0.0,,Medium likelihood. GFM positive 8% HEFAS negative ?km web: no specific flood news found for this year
ARCOSA_MARINE_COMPONENTS_LLC_PLANT_-_1080_DBA_WINTECH,0,0.0,,1,57.0,2022-12,1,19.0,49.0,-93.653677,32.550981,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
ARCOSA_MARINE_PRODUCTS_INC._PLT_75,1,5.0,2022-03_2022-04_2022-05,1,18.0,2022-12,1,27.6,100.0,-89.686617,36.212311,,0.0,False,0.0,0.0,,Medium likelihood. GFM positive 5% HEFAS negative ?km web: no specific flood news found for this year
ARCOSA_MARINE_PRODUCTS_INC_PLT_1038,0,0.0,,1,86.0,2022-12,1,13.0,49.0,-90.157643,30.415273,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
ARCOSA_MARINE_PRODUCTS_INC_PLT_1245,1,1.0,2022-02_2022-03_2022-10_2022-11,1,62.0,2022-12,1,17.5,100.0,-88.494961,37.018703,,0.0,False,0.0,0.0,,Medium likelihood. GFM positive 1% HEFAS negative ?km web: no specific flood news found for this year
ARCOSA_MARINE_PRODUCTS_INC_PLT_296,0,0.0,,1,86.0,2022-12,1,7.9,49.0,-87.002049,36.220608,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
ARCOSA_MARINE_PRODUCTS_INC_PLT_73,0,0.0,2022-03_2022-05,1,27.0,2022-12,1,21.7,100.0,-89.701136,36.228416,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
ARKEMA,0,0.0,,1,75.0,2022-12,1,14.9,49.0,2.499994,49.280013,,0.0,False,-1.0,-1.0,47.4,Low likelihood. GFM negative 0% HEFAS negative 47km web: no specific flood news found for this year
ARKEMA_COATING_RESINS_0,0,0.0,,1,46.0,2022-12,1,15.8,49.0,-94.569563,39.132271,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
ARKEMA_COATING_RESINS_1,1,1.0,2022-01_2022-04_2022-06,1,51.0,2022-12,1,16.0,100.0,-90.447226,29.98551,,0.0,False,0.0,0.0,,Medium likelihood. GFM positive 1% HEFAS negative ?km web: no specific flood news found for this year
ARKEMA_FRANCE,0,0.0,,1,67.0,2022-12,1,15.2,49.0,4.829996,45.704898,,0.0,False,-1.0,-1.0,20.4,Low likelihood. GFM negative 0% HEFAS negative 20km web: no specific flood news found for this year
ARKEMA_INC_0,1,2.0,2022-01_2022-02_2022-03_2022-10,1,61.0,2022-12,1,18.1,100.0,-88.365749,37.056696,,0.0,False,0.0,0.0,,Medium likelihood. GFM positive 2% HEFAS negative ?km web: no specific flood news found for this year
ARKEMA_INC_1,0,0.0,,1,68.0,2022-12,1,13.2,49.0,-94.058969,30.060218,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
ARKEMA_INC_FRANKLIN_PLANT,0,0.0,,1,78.0,2022-12,1,13.3,49.0,-77.00129,36.652102,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
ARKEMA_Srl_ex-Cray_Valley_Italia,0,0.0,,1,23.0,2022-12,1,23.5,49.0,10.562044,44.896094,,17.0,True,0.0436379928315412,5.0,1.2,Medium likelihood. GFM negative 0% HEFAS positive 1km web: no specific flood news found for this year
ARKEMA_Usine_de_Villers_saint_Paul,0,0.0,,1,74.0,2022-12,1,15.3,49.0,2.509914,49.289964,,0.0,False,-1.0,-1.0,46.2,Low likelihood. GFM negative 0% HEFAS negative 46km web: no specific flood news found for this year
ARMSTRONG_WORLD_INDUSTRIES_INC,1,1.0,2022-05_2022-06,1,66.0,2022-12,1,16.9,100.0,-122.819305,45.839737,,0.0,False,0.0,0.0,,Medium likelihood. GFM positive 1% HEFAS negative ?km web: no specific flood news found for this year
ARMSTRONG_WORLD_INDUSTRIES_INC_MILLWOOD_WV,0,0.0,2022-02,1,71.0,2022-12,1,9.6,87.0,-81.837235,38.908438,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
ASH_GROVE_CEMENT_CO,0,0.0,2022-05_2022-10,1,52.0,2022-12,1,16.8,99.0,-122.780838,45.623432,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
ASSA_ABLOY_Australia,0,0.0,,1,65.0,2022-12,1,12.0,49.0,152.991069,-27.534406,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
ASTRONICS_PECO_GROUP,1,1.0,2022-03_2022-04_2022-06_2022-09_2022-10_2022-11_2022-12,1,24.0,2022-12,1,11.9,99.0,-122.648332,45.488562,,0.0,False,0.0,0.0,,Medium likelihood. GFM positive 1% HEFAS negative ?km web: no specific flood news found for this year
ATI_FLAT_ROLLED_PRODUCTS_HOLDINGS_LLC,0,0.0,,1,86.0,2022-12,1,5.4,49.0,-79.729069,40.608046,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
ATMORE_01-29,1,42.0,2022-03_2022-04_2022-05_2022-06_2022-07_2022-08_2022-09_2022-10_2022-11_2022-12,1,33.0,2022-12,1,46.0,100.0,-112.554543,54.821777,,0.0,False,0.0,0.0,,Medium likelihood. GFM positive 42% HEFAS negative ?km web: no specific flood news found for this year
AUSTIN_SOUTH_PLANT,0,0.0,,1,69.0,2022-12,1,13.7,49.0,-97.682094,30.248177,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
AUTO_WAX_CO,0,0.0,,1,59.0,2022-12,1,15.9,49.0,-96.883711,32.833637,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
AXIALL_LLC,1,4.0,2022-04_2022-05_2022-06_2022-12,1,38.0,2022-12,1,23.6,99.0,-91.185788,30.26223,,0.0,False,0.0,0.0,,Medium likelihood. GFM positive 4% HEFAS negative ?km web: no specific flood news found for this year
AZZ_GALVANIZING-TULSA,0,0.0,,1,42.0,2022-12,1,17.2,49.0,-96.014559,36.133376,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
AZZ_GALVANIZING_-_CHATTANOOGA_LLC,1,1.0,2022-02,1,73.0,2022-12,1,13.1,99.0,-85.638235,35.048369,,0.0,False,0.0,0.0,,Medium likelihood. GFM positive 1% HEFAS negative ?km web: no specific flood news found for this year
AZZ_GALVANIZING_-_MORGAN_CITY,0,0.0,,1,66.0,2022-12,1,14.3,49.0,-91.269796,29.691084,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
AZZ_GALVANIZING_SERVICES-MOSS_POINT,0,0.0,,1,47.0,2022-12,1,14.5,49.0,-88.541656,30.433357,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
A_B_Paterson,0,0.0,,1,49.0,2022-12,1,15.6,49.0,-90.02577,30.015756,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
Aerostructures_Division,0,0.0,,1,65.0,2022-12,1,14.7,49.0,-122.945265,49.150082,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
Air_Products_-_Geismar_3_HYCO,1,1.0,2022-03_2022-04,1,51.0,2022-12,1,15.4,100.0,-91.017511,30.196411,,0.0,False,0.0,0.0,,Medium likelihood. GFM positive 1% HEFAS negative ?km web: no specific flood news found for this year
Air_Products_Nederland_BV_Botlek,0,0.0,,1,54.0,2022-12,1,20.6,49.0,4.259337,51.878949,,0.0,False,-2.0,-2.0,83.8,Low likelihood. GFM negative 0% HEFAS negative 84km web: no specific flood news found for this year
Air_Products_Nederland_BV_Pernis__0,0,0.0,,1,67.0,2022-12,1,22.6,49.0,4.329968,51.888516,,0.0,False,-2.0,-2.0,83.0,Low likelihood. GFM negative 0% HEFAS negative 83km web: no specific flood news found for this year
Air_Products_Nederland_BV_Pernis__1,0,0.0,,1,67.0,2022-12,1,22.6,49.0,4.329968,51.888516,,0.0,False,-2.0,-2.0,83.0,Low likelihood. GFM negative 0% HEFAS negative 83km web: no specific flood news found for this year
Air_Products_and_Chemicals._Inc.,0,0.0,,1,85.0,2022-12,1,12.0,49.0,-84.503879,39.182943,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
