facility,flood_present,flood_pct,flood_months,exclusion_present,exclusion_pct,exclusion_suffix,likelihood_present,likelihood_mean,likelihood_max,lon,lat,HEFAS_months,HEFAS_flood_days_any,HEFAS_any_flood_any,HEFAS_level_mean,HEFAS_level_max,HEFAS_min_dist_km,AI observation
ALLEGHENY_LUDLUM_LLC,0,0.0,,1,90.0,2021-12,1,6.9,49.0,-79.611174,40.640126,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
ALON_REFINING_KROTZ_SPRINGS_INC,0,0.0,,1,63.0,2021-12,1,11.1,49.0,-91.748373,30.526543,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
AMCOR_MASONRY_PRODUCTS,0,0.0,,1,16.0,2021-12,1,22.4,49.0,-111.933327,40.837451,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
AMEREN_CORP_GRAND_TOWER_POWER_STATION,0,0.0,,1,53.0,2021-12,1,9.9,49.0,-89.511461,37.658355,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
AMEREN_MISSOURI_MERAMEC_ENERGY_CENTER,0,0.0,,1,71.0,2021-12,1,12.1,49.0,-90.335929,38.402148,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
AMEREN_MISSOURI_RUSH_ISLAND_ENERGY_CENTER,1,1.0,2021-02_2021-04_2021-09,1,61.0,2021-12,1,15.1,85.0,-90.262515,38.130584,,0.0,False,0.0,0.0,,Medium likelihood. GFM positive 1% HEFAS negative ?km web: no specific flood news found for this year
AMEREN_MISSOURI_SIOUX_ENERGY_CENTER,0,0.0,,1,74.0,2021-12,1,15.1,49.0,-90.288825,38.915009,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
AMERICAN_ELECTRIC_POWER_VICTORIA_POWER_STATION,1,5.0,2021-10,1,57.0,2021-12,1,24.4,88.0,-97.010622,28.789038,,0.0,False,0.0,0.0,,Medium likelihood. GFM positive 5% HEFAS negative ?km web: no specific flood news found for this year
AMERICAN_ROCK_PRODUCTS_HANFORD,1,1.0,2021-02,1,43.0,2021-12,1,23.2,80.0,-119.293491,46.317088,,0.0,False,0.0,0.0,,Medium likelihood. GFM positive 1% HEFAS negative ?km web: no specific flood news found for this year
AMERICAN_ROCK_PRODUCTS_PASCO,0,0.0,,1,46.0,2021-12,1,23.1,49.0,-119.24382,46.274675,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
AMERICAN_SYNTHETIC_RUBBER_CO,0,0.0,,1,57.0,2021-12,1,15.0,49.0,-85.847423,38.209361,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
AMPHENOL_ANTENNA_SOLUTIONS,0,0.0,,1,39.0,2021-12,1,21.9,49.0,-89.07662,42.215023,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
AMVAC_CHEMICAL_CORP,0,0.0,,1,42.0,2021-12,1,21.4,49.0,-91.432363,39.831964,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
ANDREWS_LASER_WORKS,0,0.0,,1,80.0,2021-12,1,12.9,49.0,-84.491328,39.052728,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
ANDRITZ_INC.,1,6.0,2021-02,1,64.0,2021-12,1,16.7,82.0,-76.79178,41.203598,,0.0,False,0.0,0.0,,Medium likelihood. GFM positive 6% HEFAS negative ?km web: no specific flood news found for this year
APAC-MISSISSIPPI_INC_COLUMBUS_ASPHALT_PLANT,0,0.0,,1,44.0,2021-12,1,7.8,49.0,-88.413882,33.476955,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
APAC-MISSISSIPPI_PRECISION_PACKAGING,0,0.0,,1,75.0,2021-12,1,9.2,49.0,-90.207561,32.263158,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
AQUILA._INC._-_PUEBLO_POWER_PLANT,0,0.0,,1,56.0,2021-12,1,16.5,49.0,-104.615071,38.266637,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
ARCELORMITTAL_ATLANTIQUE_-_LORRAINE,0,0.0,,1,68.0,2021-12,1,14.0,49.0,2.427506,49.253749,,0.0,False,-1.0,-1.0,45.7,Low likelihood. GFM negative 0% HEFAS negative 46km web: no specific flood news found for this year
ARCELORMITTAL_FRANCE,0,0.0,,1,62.0,2021-12,1,18.5,49.0,-1.653996,47.199074,,0.0,False,-1.388410991636798,-1.0,26.8,Low likelihood. GFM negative 0% HEFAS negative 27km web: no specific flood news found for this year
ARCELORMITTAL_LIEGE_sa_COKE-FONTE,0,0.0,,1,82.0,2021-12,1,10.3,49.0,5.54941,50.604472,,9.0,True,-0.9707501280081924,5.0,3.1,Medium likelihood. GFM negative 0% HEFAS positive 3km web: no specific flood news found for this year
ARCELORMITTAL_WINDSOR_A_DIVISION_OF_ARCELORMITTAL_DOFASCO_G.P.,0,0.0,,1,58.0,2021-12,1,18.6,49.0,-83.100191,42.260576,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
ARCONIC_INC,0,0.0,,1,88.0,2021-12,1,11.4,49.0,-74.893625,44.950418,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
ARCOSA_LW_BR_LLC_GRAVELITE,0,0.0,,1,6.0,2021-12,1,16.7,49.0,-91.418798,30.534893,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
ARCOSA_MARINE_COMPONENTS_LLC_PLANT_-_1080_DBA_WINTECH,0,0.0,,1,59.0,2021-12,1,16.8,49.0,-93.653681,32.550891,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
ARCOSA_MARINE_PRODUCTS_INC._PLT_75,0,0.0,,1,34.0,2021-12,1,22.4,49.0,-89.686627,36.212221,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
ARCOSA_MARINE_PRODUCTS_INC_PLT_1038,0,0.0,,1,84.0,2021-12,1,13.8,49.0,-90.157643,30.415273,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
ARCOSA_MARINE_PRODUCTS_INC_PLT_1245,0,0.0,,1,61.0,2021-12,1,10.8,49.0,-88.49485,37.018693,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
ARCOSA_MARINE_PRODUCTS_INC_PLT_296,0,0.0,,1,89.0,2021-12,1,11.1,49.0,-87.00194,36.220596,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
ARCOSA_MARINE_PRODUCTS_INC_PLT_73,0,0.0,,1,35.0,2021-12,1,24.7,49.0,-89.701136,36.228416,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
ARKEMA,0,0.0,,1,70.0,2021-12,1,18.3,49.0,2.500061,49.280015,,0.0,False,-1.0,-1.0,47.4,Low likelihood. GFM negative 0% HEFAS negative 47km web: no specific flood news found for this year
ARKEMA_COATING_RESINS_0,0,0.0,,1,50.0,2021-12,1,15.7,49.0,-94.569448,39.132267,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
ARKEMA_COATING_RESINS_1,0,0.0,,1,58.0,2021-12,1,15.6,49.0,-90.447226,29.98551,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
ARKEMA_FRANCE,0,0.0,,1,60.0,2021-12,1,21.0,49.0,4.829996,45.704898,,0.0,False,-1.0,-1.0,20.4,Low likelihood. GFM negative 0% HEFAS negative 20km web: no specific flood news found for this year
ARKEMA_INC_0,0,0.0,,1,61.0,2021-12,1,17.9,49.0,-88.365749,37.056696,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
ARKEMA_INC_1,0,0.0,,1,52.0,2021-12,1,12.8,49.0,-94.058969,30.060218,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
ARKEMA_INC_FRANKLIN_PLANT,0,0.0,,1,79.0,2021-12,1,12.8,49.0,-77.001317,36.652015,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
ARKEMA_Srl_ex-Cray_Valley_Italia,0,0.0,,1,12.0,2021-12,1,25.9,49.0,10.562044,44.896094,,8.0,True,0.018484383000512,4.0,1.2,Medium likelihood. GFM negative 0% HEFAS positive 1km web: no specific flood news found for this year
ARKEMA_Usine_de_Villers_saint_Paul,0,0.0,2021-05,1,60.0,2021-12,1,19.1,60.0,2.509928,49.290071,,0.0,False,-1.0,-1.0,46.1,Low likelihood. GFM negative 0% HEFAS negative 46km web: no specific flood news found for this year
ARMSTRONG_WORLD_INDUSTRIES_INC,1,1.0,2021-01_2021-03,1,65.0,2021-12,1,22.0,100.0,-122.819347,45.839821,,0.0,False,0.0,0.0,,Medium likelihood. GFM positive 1% HEFAS negative ?km web: no specific flood news found for this year
ARMSTRONG_WORLD_INDUSTRIES_INC_MILLWOOD_WV,0,0.0,,1,62.0,2021-12,1,9.7,49.0,-81.837347,38.908456,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
ASH_GROVE_CEMENT_CO,0,0.0,,1,51.0,2021-12,1,16.8,49.0,-122.780879,45.623516,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
ASSA_ABLOY_Australia,0,0.0,,1,47.0,2021-12,1,20.2,49.0,152.991085,-27.534493,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
ASTEC,0,0.0,,1,71.0,2021-12,1,9.8,49.0,-85.288269,34.984113,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
ASTEC_-_MANUFACTURERS_ROAD,0,0.0,,1,79.0,2021-12,1,15.4,49.0,-85.329045,35.054503,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
ASTEC_INC,0,0.0,,1,75.0,2021-12,1,11.8,49.0,-85.300578,34.996338,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
ASTRONICS_PECO_GROUP,0,0.0,,1,57.0,2021-12,1,15.0,49.0,-122.648412,45.488448,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
ATI_FLAT_ROLLED_PRODUCTS_HOLDINGS_LLC,0,0.0,,1,73.0,2021-12,1,6.3,49.0,-79.729044,40.608133,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
ATMORE_01-29,1,41.0,2021-03_2021-04_2021-11_2021-12,1,13.0,2021-12,1,46.4,100.0,-112.554543,54.821777,,0.0,False,0.0,0.0,,Medium likelihood. GFM positive 41% HEFAS negative ?km web: no specific flood news found for this year
AUSTIN_SOUTH_PLANT,0,0.0,,1,55.0,2021-12,1,13.0,49.0,-97.682094,30.248177,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
AUTO_WAX_CO,0,0.0,,1,58.0,2021-12,1,16.6,49.0,-96.883711,32.833637,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
AXIALL_LLC,0,0.0,,1,54.0,2021-12,1,19.3,49.0,-91.185889,30.262237,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
AZZ_GALVANIZING-TULSA,0,0.0,,1,38.0,2021-12,1,16.6,49.0,-96.014559,36.133376,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
AZZ_GALVANIZING_-_CHATTANOOGA_LLC,0,0.0,,1,88.0,2021-12,1,8.6,49.0,-85.63825,35.04828,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
AZZ_GALVANIZING_-_MORGAN_CITY,0,0.0,,1,73.0,2021-12,1,11.4,49.0,-91.269796,29.691084,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
AZZ_GALVANIZING_SERVICES-MOSS_POINT,0,0.0,,1,61.0,2021-12,1,16.4,49.0,-88.541656,30.433357,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
A_B_Paterson,0,0.0,,1,55.0,2021-12,1,16.8,49.0,-90.025762,30.015845,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
Aerostructures_Division,0,0.0,,1,53.0,2021-12,1,19.5,49.0,-122.945265,49.150082,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
Air_Products_-_Geismar_3_HYCO,0,0.0,,1,62.0,2021-12,1,14.1,49.0,-91.017403,30.196493,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
Air_Products_Nederland_BV_Botlek,0,0.0,,1,53.0,2021-12,1,17.7,49.0,4.259337,51.878949,,0.0,False,-2.0,-2.0,83.8,Low likelihood. GFM negative 0% HEFAS negative 84km web: no specific flood news found for this year
Air_Products_Nederland_BV_Pernis__0,0,0.0,,1,21.0,2021-12,1,23.8,49.0,4.330147,51.888454,,0.0,False,-2.0,-2.0,83.0,Low likelihood. GFM negative 0% HEFAS negative 83km web: no specific flood news found for this year
Air_Products_Nederland_BV_Pernis__1,0,0.0,,1,21.0,2021-12,1,23.8,49.0,4.330147,51.888454,,0.0,False,-2.0,-2.0,83.0,Low likelihood. GFM negative 0% HEFAS negative 83km web: no specific flood news found for this year
Air_Products_and_Chemicals._Inc.,0,0.0,,1,72.0,2021-12,1,12.3,49.0,-84.503992,39.182958,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
Air_Products_and_Chemicals_Inc._Luling_SMR_Facility,0,0.0,,1,38.0,2021-12,1,16.9,49.0,-90.346951,29.930631,,0.0,False,0.0,0.0,,Low likelihood. GFM negative 0% HEFAS negative ?km web: no specific flood news found for this year
Airbus_Helicopters_Deutschland_GmbH,0,0.0,,1,49.0,2021-12,1,21.8,49.0,10.771068,48.710931,,15.0,True,0.0458589349718382,5.0,2.2,Medium likelihood. GFM negative 0% HEFAS positive 2km web: no specific flood news found for this year
